filename,class
fer0000811.png,happiness
fer0000812.png,surprise
fer0000813.png,neutral
fer0000814.png,anger
fer0000814.png,anger
fer0000815.png,happiness
fer0000816.png,sadness
fer0000817.png,surprise
fer0000819.png,happiness
fer0000820.png,sadness
fer0000821.png,anger
fer0000821.png,anger
fer0000822.png,anger
fer0000822.png,anger
fer0000824.png,anger
fer0000824.png,anger
fer0000826.png,sadness
fer0000827.png,happiness
fer0000828.png,happiness
fer0000830.png,neutral
fer0000831.png,sadness
fer0000833.png,anger
fer0000833.png,anger
fer0000834.png,fear
fer0000834.png,fear
fer0000834.png,fear
fer0000834.png,fear
fer0000834.png,fear
fer0000834.png,fear
fer0000834.png,fear
fer0000834.png,fear
fer0000835.png,surprise
fer0000839.png,neutral
fer0000841.png,surprise
fer0000842.png,sadness
fer0000845.png,neutral
fer0000846.png,happiness
fer0000848.png,sadness
fer0000850.png,neutral
fer0000851.png,surprise
fer0000855.png,surprise
fer0000857.png,happiness
fer0000858.png,neutral
fer0000859.png,anger
fer0000859.png,anger
fer0000860.png,fear
fer0000860.png,fear
fer0000860.png,fear
fer0000860.png,fear
fer0000860.png,fear
fer0000860.png,fear
fer0000860.png,fear
fer0000860.png,fear
fer0000861.png,happiness
fer0000863.png,surprise
fer0000864.png,sadness
fer0000865.png,sadness
fer0000868.png,happiness
fer0000871.png,happiness
fer0000872.png,neutral
fer0000873.png,neutral
fer0000878.png,happiness
fer0000879.png,sadness
fer0000880.png,sadness
fer0000881.png,anger
fer0000881.png,anger
fer0000885.png,surprise
fer0000886.png,neutral
fer0000892.png,happiness
fer0000895.png,happiness
fer0000897.png,sadness
fer0000899.png,neutral
fer0000900.png,sadness
fer0000902.png,surprise
fer0000903.png,neutral
fer0000905.png,anger
fer0000905.png,anger
fer0000906.png,neutral
fer0000907.png,anger
fer0000907.png,anger
fer0000912.png,fear
fer0000912.png,fear
fer0000912.png,fear
fer0000912.png,fear
fer0000912.png,fear
fer0000912.png,fear
fer0000912.png,fear
fer0000912.png,fear
fer0000915.png,neutral
fer0000917.png,neutral
fer0000920.png,sadness
fer0000921.png,neutral
fer0000923.png,neutral
fer0000925.png,sadness
fer0000926.png,anger
fer0000926.png,anger
fer0000928.png,sadness
fer0000929.png,neutral
fer0000930.png,anger
fer0000930.png,anger
fer0000933.png,anger
fer0000933.png,anger
fer0000935.png,neutral
fer0000936.png,neutral
fer0000937.png,anger
fer0000937.png,anger
fer0000938.png,fear
fer0000938.png,fear
fer0000938.png,fear
fer0000938.png,fear
fer0000938.png,fear
fer0000938.png,fear
fer0000938.png,fear
fer0000938.png,fear
fer0000939.png,sadness
fer0000943.png,neutral
fer0000944.png,anger
fer0000944.png,anger
fer0000945.png,surprise
fer0000948.png,anger
fer0000948.png,anger
fer0000952.png,neutral
fer0000955.png,sadness
fer0000956.png,neutral
fer0000958.png,surprise
fer0000960.png,anger
fer0000960.png,anger
fer0000961.png,anger
fer0000961.png,anger
fer0000962.png,surprise
fer0000963.png,anger
fer0000963.png,anger
fer0000964.png,neutral
fer0000965.png,neutral
fer0000967.png,happiness
fer0000970.png,anger
fer0000970.png,anger
fer0000972.png,anger
fer0000972.png,anger
fer0000973.png,neutral
fer0000974.png,sadness
fer0000975.png,sadness
fer0000976.png,sadness
fer0000980.png,sadness
fer0000983.png,anger
fer0000983.png,anger
fer0000984.png,neutral
fer0000985.png,sadness
fer0000988.png,neutral
fer0000989.png,neutral
fer0000991.png,surprise
fer0000992.png,surprise
fer0000998.png,neutral
fer0000999.png,sadness
fer0001001.png,sadness
fer0001002.png,happiness
fer0001003.png,surprise
fer0001004.png,happiness
fer0001005.png,neutral
fer0001008.png,sadness
fer0001009.png,neutral
fer0001010.png,happiness
fer0001011.png,neutral
fer0001013.png,anger
fer0001013.png,anger
fer0001014.png,anger
fer0001014.png,anger
fer0001015.png,happiness
fer0001016.png,anger
fer0001016.png,anger
fer0001018.png,happiness
fer0001019.png,neutral
fer0001020.png,sadness
fer0001026.png,surprise
fer0001027.png,happiness
fer0001028.png,sadness
fer0001029.png,neutral
fer0001030.png,happiness
fer0001031.png,surprise
fer0001033.png,sadness
fer0001034.png,anger
fer0001034.png,anger
fer0001038.png,surprise
fer0001041.png,surprise
fer0001042.png,happiness
fer0001043.png,happiness
fer0001044.png,happiness
fer0001045.png,happiness
fer0001046.png,happiness
fer0001047.png,happiness
fer0001049.png,anger
fer0001049.png,anger
fer0001050.png,happiness
fer0001051.png,happiness
fer0001054.png,surprise
fer0001057.png,happiness
fer0001059.png,anger
fer0001059.png,anger
fer0001061.png,anger
fer0001061.png,anger
fer0001062.png,sadness
fer0001063.png,happiness
fer0001064.png,anger
fer0001064.png,anger
fer0001065.png,sadness
fer0001066.png,neutral
fer0001067.png,neutral
fer0001068.png,surprise
fer0001069.png,anger
fer0001069.png,anger
fer0001070.png,happiness
fer0001071.png,neutral
fer0001072.png,happiness
fer0001073.png,sadness
fer0001075.png,happiness
fer0001076.png,sadness
fer0001077.png,sadness
fer0001082.png,surprise
fer0001083.png,happiness
fer0001084.png,neutral
fer0001085.png,surprise
fer0001087.png,sadness
fer0001088.png,sadness
fer0001090.png,sadness
fer0001094.png,sadness
fer0001098.png,surprise
fer0001099.png,neutral
fer0001106.png,sadness
fer0001107.png,surprise
fer0001111.png,happiness
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001113.png,contempt
fer0001116.png,surprise
fer0001118.png,surprise
fer0001120.png,anger
fer0001120.png,anger
fer0001122.png,anger
fer0001122.png,anger
fer0001123.png,sadness
fer0001126.png,fear
fer0001126.png,fear
fer0001126.png,fear
fer0001126.png,fear
fer0001126.png,fear
fer0001126.png,fear
fer0001126.png,fear
fer0001126.png,fear
fer0001128.png,happiness
fer0001132.png,neutral
fer0001133.png,surprise
fer0001135.png,neutral
fer0001136.png,sadness
fer0001137.png,sadness
fer0001138.png,happiness
fer0001139.png,happiness
fer0001141.png,surprise
fer0001142.png,sadness
fer0001144.png,happiness
fer0001146.png,sadness
fer0001147.png,happiness
fer0001149.png,happiness
fer0001153.png,happiness
fer0001155.png,surprise
fer0001156.png,anger
fer0001156.png,anger
fer0001157.png,surprise
fer0001158.png,anger
fer0001158.png,anger
fer0001160.png,surprise
fer0001161.png,neutral
fer0001163.png,happiness
fer0001165.png,happiness
fer0001166.png,anger
fer0001166.png,anger
fer0001168.png,contempt
fer0001168.png,contempt
fer0001168.png,contempt
fer0001168.png,contempt
